disorder_id,orpha_code,disorder_name,gene_symbol,gene_name,gene_type,gene_locus,association_type,association_status,source_of_validation
1573,1366,Autosomal recessive palmoplantar keratoderma and congenital alopecia,LSS,lanosterol synthase,gene with protein product,21q22.3,Disease-causing germline mutation(s) in,Assessed,35413293[PMID]
1599,1393,Cerebrocostomandibular syndrome,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1,gene with protein product,20p13,Disease-causing germline mutation(s) in,Assessed,25047197[PMID]
17149,157820,Cold-induced sweating syndrome,KLHL7,kelch like family member 7,gene with protein product,7p15.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,27392078[PMID]
17149,157820,Cold-induced sweating syndrome,CRLF1,cytokine receptor like factor 1,gene with protein product,19p12,Disease-causing germline mutation(s) in,Assessed,21370513[PMID]_12509788[PMID]_17436251[PMID]
17149,157820,Cold-induced sweating syndrome,CLCF1,cardiotrophin like cytokine factor 1,gene with protein product,11q13.2,Disease-causing germline mutation(s) in,Assessed,1678282[PMID]_21370513[PMID]_20400119[PMID]
17146,157798,Serrated polyposis syndrome,RNF43,ring finger protein 43,gene with protein product,17q22,Disease-causing germline mutation(s) in,Assessed,27081527[PMID]
1594,1388,Catel-Manzke syndrome,TGDS,"TDP-glucose 4,6-dehydratase",gene with protein product,13q32.1,Disease-causing germline mutation(s) in,Assessed,25480037[PMID]
17147,157801,Mesoaxial synostotic syndactyly with phalangeal reduction,BHLHA9,basic helix-loop-helix family member a9,gene with protein product,17p13.3,Disease-causing germline mutation(s) in,Assessed,25466284[PMID]
1593,1387,Cataract-intellectual disability-hypogonadism syndrome,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1,gene with protein product,2q21.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,23420520[PMID]
1593,1387,Cataract-intellectual disability-hypogonadism syndrome,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,gene with protein product,1q41,Disease-causing germline mutation(s) (loss of function) in,Assessed,23420520[PMID]
17144,157791,Epithelioid hemangioendothelioma,TFE3,transcription factor binding to IGHM enhancer 3,gene with protein product,Xp11.23,Part of a fusion gene in,Assessed,24986479[PMID]
17144,157791,Epithelioid hemangioendothelioma,CAMTA1,calmodulin binding transcription activator 1,gene with protein product,1p36.31-p36.23,Part of a fusion gene in,Assessed,24986479[PMID]
17144,157791,Epithelioid hemangioendothelioma,YAP1,Yes1 associated transcriptional regulator,gene with protein product,11q22.1,Part of a fusion gene in,Assessed,24986479[PMID]
17144,157791,Epithelioid hemangioendothelioma,WWTR1,WW domain containing transcription regulator 1,gene with protein product,3q25.1,Part of a fusion gene in,Assessed,24986479[PMID]
17145,157794,Hereditary mixed polyposis syndrome,BMPR1A,bone morphogenetic protein receptor type 1A,gene with protein product,10q23.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,16525031[PMID]
17145,157794,Hereditary mixed polyposis syndrome,GREM1,"gremlin 1, DAN family BMP antagonist",gene with protein product,15q13.3,Disease-causing germline mutation(s) in,Assessed,22561515[PMID]
17142,157769,Situs ambiguus,PKD1L1,"polycystin 1 like 1, transient receptor potential channel interacting",gene with protein product,7p12.3,Disease-causing germline mutation(s) in,Assessed,27616478[PMID]
17142,157769,Situs ambiguus,ZIC3,Zic family member 3,gene with protein product,Xq26.3,Major susceptibility factor in,Not yet assessed,
17142,157769,Situs ambiguus,ACVR2B,activin A receptor type 2B,gene with protein product,3p22.2,Major susceptibility factor in,Not yet assessed,
17142,157769,Situs ambiguus,LEFTY2,left-right determination factor 2,gene with protein product,1q42.12,Major susceptibility factor in,Not yet assessed,
17142,157769,Situs ambiguus,NODAL,nodal growth differentiation factor,gene with protein product,10q22.1,Candidate gene tested in,Not yet assessed,9354794[PMID]
17142,157769,Situs ambiguus,CFAP53,cilia and flagella associated protein 53,gene with protein product,18q21.1,Disease-causing germline mutation(s) in,Assessed,22577226[PMID]
17142,157769,Situs ambiguus,MMP21,matrix metallopeptidase 21,gene with protein product,10q26.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,26437029[PMID]
17142,157769,Situs ambiguus,NODAL,nodal growth differentiation factor,gene with protein product,10q22.1,Disease-causing germline mutation(s) in,Assessed,19064609[PMID]
17142,157769,Situs ambiguus,CIROP,ciliated left-right organizer metallopeptidase,gene with protein product,14q11.2,Disease-causing germline mutation(s) in,Assessed,34903892[PMID]
17142,157769,Situs ambiguus,DNAH9,dynein axonemal heavy chain 9,gene with protein product,17p12,Disease-causing germline mutation(s) (loss of function) in,Assessed,30471718[PMID]
17142,157769,Situs ambiguus,CFC1,"cryptic, EGF-CFC family member 1",gene with protein product,2q21.1,Candidate gene tested in,Not yet assessed,11062482[PMID]
17140,157716,Late infantile CACH syndrome,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha,gene with protein product,12q24.31,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17140,157716,Late infantile CACH syndrome,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,gene with protein product,14q24.3,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17140,157716,Late infantile CACH syndrome,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,gene with protein product,1p34.1,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17140,157716,Late infantile CACH syndrome,EIF2B4,eukaryotic translation initiation factor 2B subunit delta,gene with protein product,2p23.3,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17140,157716,Late infantile CACH syndrome,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon,gene with protein product,3q27.1,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17141,157719,Juvenile or adult CACH syndrome,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha,gene with protein product,12q24.31,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17141,157719,Juvenile or adult CACH syndrome,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,gene with protein product,14q24.3,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17141,157719,Juvenile or adult CACH syndrome,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,gene with protein product,1p34.1,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17141,157719,Juvenile or adult CACH syndrome,EIF2B4,eukaryotic translation initiation factor 2B subunit delta,gene with protein product,2p23.3,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17141,157719,Juvenile or adult CACH syndrome,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon,gene with protein product,3q27.1,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17139,157713,Congenital or early infantile CACH syndrome,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha,gene with protein product,12q24.31,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17139,157713,Congenital or early infantile CACH syndrome,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,gene with protein product,14q24.3,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17139,157713,Congenital or early infantile CACH syndrome,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,gene with protein product,1p34.1,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17139,157713,Congenital or early infantile CACH syndrome,EIF2B4,eukaryotic translation initiation factor 2B subunit delta,gene with protein product,2p23.3,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
17139,157713,Congenital or early infantile CACH syndrome,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon,gene with protein product,3q27.1,Disease-causing germline mutation(s) in,Assessed,20301435[PMID]
1584,1377,Cataract-microcornea syndrome,CRYAA,crystallin alpha A,gene with protein product,21q22.3,Disease-causing germline mutation(s) in,Assessed,21686328[PMID]_21612679[PMID]_17724170[PMID]
1584,1377,Cataract-microcornea syndrome,CRYBA4,crystallin beta A4,gene with protein product,22q12.1,Disease-causing germline mutation(s) in,Assessed,20577656[PMID]
1584,1377,Cataract-microcornea syndrome,CRYBB2,crystallin beta B2,gene with protein product,22q11.23,Disease-causing germline mutation(s) in,Assessed,21402992[PMID]
1584,1377,Cataract-microcornea syndrome,CRYGC,crystallin gamma C,gene with protein product,2q33.3,Disease-causing germline mutation(s) in,Assessed,22876111[PMID]_19204787[PMID]
1584,1377,Cataract-microcornea syndrome,CRYGD,crystallin gamma D,gene with protein product,2q33.3,Disease-causing germline mutation(s) in,Assessed,17724170[PMID]
1584,1377,Cataract-microcornea syndrome,GJA8,gap junction protein alpha 8,gene with protein product,1q21.2,Disease-causing germline mutation(s) in,Assessed,20806042[PMID]_17724170[PMID]
1584,1377,Cataract-microcornea syndrome,CRYBB1,crystallin beta B1,gene with protein product,22q12.1,Disease-causing germline mutation(s) in,Assessed,16110300[PMID]_21972112[PMID]
1584,1377,Cataract-microcornea syndrome,MAF,MAF bZIP transcription factor,gene with protein product,16q23.2,Disease-causing germline mutation(s) in,Assessed,17982426[PMID]
17137,157215,Hereditary hypophosphatemic rickets with hypercalciuria,SLC34A3,solute carrier family 34 member 3,gene with protein product,9q34.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,16358215[PMID]
17137,157215,Hereditary hypophosphatemic rickets with hypercalciuria,SLC34A1,solute carrier family 34 member 1,gene with protein product,5q35.3,Disease-causing germline mutation(s) in,Assessed,32311027[PMID]
1551,1328,Camurati-Engelmann disease,TGFB1,transforming growth factor beta 1,gene with protein product,19q13.2,Disease-causing germline mutation(s) in,Assessed,20301335[PMID]
1557,1338,Heart defect-tongue hamartoma-polysyndactyly syndrome,WDPCP,WD repeat containing planar cell polarity effector,gene with protein product,2p15,Disease-causing germline mutation(s) in,Assessed,25427950[PMID]
1559,1340,Cardiofaciocutaneous syndrome,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",gene with protein product,7q34,Disease-causing germline mutation(s) (gain of function) in,Assessed,20301365[PMID]_16825433[PMID]
1559,1340,Cardiofaciocutaneous syndrome,KRAS,"KRAS proto-oncogene, GTPase",gene with protein product,12p12.1,Disease-causing germline mutation(s) (gain of function) in,Assessed,20301365[PMID]_16825433[PMID]
1559,1340,Cardiofaciocutaneous syndrome,MAP2K1,mitogen-activated protein kinase kinase 1,gene with protein product,15q22.31,Disease-causing germline mutation(s) (gain of function) in,Assessed,20301365[PMID]_16825433[PMID]
1559,1340,Cardiofaciocutaneous syndrome,MAP2K2,mitogen-activated protein kinase kinase 2,gene with protein product,19p13.3,Disease-causing germline mutation(s) (gain of function) in,Assessed,20301365[PMID]_16825433[PMID]
1553,2856,Persistent Müllerian duct syndrome,AMH,anti-Mullerian hormone,gene with protein product,19p13.3,Disease-causing germline mutation(s) in,Assessed,23295284[PMID]
1553,2856,Persistent Müllerian duct syndrome,AMHR2,anti-Mullerian hormone receptor type 2,gene with protein product,12q13.13,Disease-causing germline mutation(s) in,Assessed,23295284[PMID]
1777,1766,Dysequilibrium syndrome,VLDLR,very low density lipoprotein receptor,gene with protein product,9p24.2,Disease-causing germline mutation(s) in,Assessed,21885617[PMID]
1777,1766,Dysequilibrium syndrome,WDR81,WD repeat domain 81,gene with protein product,17p13.3,Disease-causing germline mutation(s) in,Assessed,21885617[PMID]
1777,1766,Dysequilibrium syndrome,CA8,carbonic anhydrase 8,gene with protein product,8q12.1,Disease-causing germline mutation(s) in,Assessed,21812104[PMID]
1777,1766,Dysequilibrium syndrome,ATP8A2,ATPase phospholipid transporting 8A2,gene with protein product,13q12.13,Disease-causing germline mutation(s) in,Assessed,22892528[PMID]
1777,1766,Dysequilibrium syndrome,TUBB2B,tubulin beta 2B class IIb,gene with protein product,6p25.2,Disease-causing germline mutation(s) in,Assessed,28013290[PMID]
1782,1777,Temtamy syndrome,C12ORF57,chromosome 12 open reading frame 57,gene with protein product,12p13.31,Disease-causing germline mutation(s) in,Assessed,23453665[PMID]_23453666[PMID]
1780,1772,"45,X/46,XY mixed gonadal dysgenesis",SRY,sex determining region Y,gene with protein product,Yp11.2,Candidate gene tested in,Not yet assessed,20699606[PMID]
1784,1782,Dysosteosclerosis,TNFRSF11A,TNF receptor superfamily member 11a,gene with protein product,18q21.33,Disease-causing germline mutation(s) in,Assessed,29568001[PMID]_31163101[PMID]
1784,1782,Dysosteosclerosis,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",gene with protein product,11q13.2,Disease-causing germline mutation(s) in,Assessed,30537558[PMID]
1784,1782,Dysosteosclerosis,SLC29A3,solute carrier family 29 member 3,gene with protein product,10q22.1,Disease-causing germline mutation(s) in,Not yet assessed,
1789,1788,"Acrofacial dysostosis, Rodríguez type",SF3B4,splicing factor 3b subunit 4,gene with protein product,1q21.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,27642715[PMID]
1729,859,Transcobalamin deficiency,TCN2,transcobalamin 2,gene with protein product,22q12.2,Disease-causing germline mutation(s) in,Assessed,20607612[PMID]
16896,139441,Hypomyelination with atrophy of basal ganglia and cerebellum,TUBB4A,tubulin beta 4A class IVa,gene with protein product,19p13.3,Disease-causing germline mutation(s) in,Assessed,23582646[PMID]
16896,139441,Hypomyelination with atrophy of basal ganglia and cerebellum,UFM1,ubiquitin fold modifier 1,gene with protein product,13q13.3,Disease-causing germline mutation(s) in,Assessed,28931644[PMID]
16898,139447,Progressive cavitating leukoencephalopathy,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,gene with protein product,18p11.22,Disease-causing germline mutation(s) in,Assessed,33811136[PMID]
1731,1573,Hypotrichosis with juvenile macular degeneration,CDH3,cadherin 3,gene with protein product,16q22.1,Disease-causing germline mutation(s) in,Assessed,11544476[PMID]_12445216[PMID]_22140374[PMID]
1730,726,Alpers-Huttenlocher syndrome,POLG,"DNA polymerase gamma, catalytic subunit",gene with protein product,15q26.1,Disease-causing germline mutation(s) in,Assessed,22237560[PMID]_22000311[PMID]_23545419[PMID]
16900,139455,Autosomal recessive bestrophinopathy,BEST1,bestrophin 1,gene with protein product,11q12.3,Disease-causing germline mutation(s) in,Assessed,18179881[PMID]
16903,139466,SERKAL syndrome,WNT4,Wnt family member 4,gene with protein product,1p36.12,Disease-causing germline mutation(s) (loss of function) in,Assessed,18179883[PMID]
